,objid,u,g,r,i,z
45672,1237671124830323146,19.547629999999998,17.86104,16.89692,16.401220000000002,16.033910000000002
30222,1237664285634396540,19.500020000000003,18.552220000000002,17.89412,17.463379999999997,17.30142
35631,1237664673257750586,19.7432,18.28538,17.416339999999998,16.99328,16.70307
6728,1237655374116553272,18.77862,16.75358,15.72645,15.276810000000001,14.906529999999998
13936,1237658205578920045,18.96034,17.56172,16.72864,16.32206,16.03139
37742,1237667323264827586,19.26286,18.03494,17.204639999999998,16.7948,16.47649
18186,1237661434858176803,19.59461,18.32732,17.53908,17.11286,16.85545
14791,1237657769636528313,18.94969,17.99448,17.427570000000003,17.008760000000002,16.80409
42821,1237667536400154797,19.227529999999998,17.68148,16.76306,16.25761,15.912239999999999
34308,1237665441526317244,19.26087,17.32562,16.32526,15.8798,15.503720000000001
1013,1237651250964594870,18.77436,17.818720000000003,17.280620000000003,16.840410000000002,16.715139999999998
28876,1237663784740323512,19.74266,17.98852,17.08675,16.68366,16.36208
13490,1237657071694381212,19.12118,18.2151,17.72679,17.3483,17.242379999999997
10531,1237657118943871239,18.9836,17.83751,17.38196,17.099420000000002,16.95787
40780,1237667322181189772,19.27778,18.12341,17.41996,16.93419,16.72532
14175,1237657771248189569,19.01414,17.98416,17.435010000000002,17.05859,16.84989
36671,1237665023831769218,18.80461,17.62999,16.98076,16.58098,16.40478
16232,1237661126144230089,19.07137,17.9367,17.24105,16.78784,16.63581
8716,1237652942088634754,19.43975,18.088910000000002,17.29562,16.86204,16.53889
9813,1237655124472692892,18.85974,17.854570000000002,17.3693,17.02479,16.908079999999998
39090,1237667254015885410,19.25379,18.60172,18.31915,18.093429999999998,18.14499
22173,1237661849847398599,18.94695,17.53743,16.7312,16.3268,16.07077
457,1237648721246683402,19.34715,18.26345,17.73771,17.39118,17.15026
6562,1237654949449826500,18.71639,17.55506,17.04319,16.69979,16.50515
28899,1237662239077761155,18.590120000000002,17.051,16.16701,15.723510000000001,15.36151
19963,1237661070331871366,18.91079,17.56789,16.782339999999998,16.35039,16.08084
7527,1237655348356841651,19.3822,18.27131,17.479029999999998,17.09528,16.807579999999998
26780,1237661852533260437,18.27863,16.86465,16.089270000000003,15.686320000000002,15.42251
18258,1237660772882710776,18.90981,17.7675,17.12231,16.754839999999998,16.52307
25416,1237661416063565935,19.1429,17.73649,16.98709,16.56019,16.280620000000003
392,1237648705662812288,19.48323,18.49067,17.79491,17.43457,17.18534
29945,1237663530789568778,19.62063,18.4812,17.817629999999998,17.29233,17.11628
16102,1237660961327153305,19.56296,17.94293,17.00239,16.5295,16.17184
31430,1237664668423553232,18.918670000000002,18.169829999999997,17.744320000000002,17.3878,17.314420000000002
21837,1237661362912624765,18.76311,17.36788,16.54541,16.17296,15.89489
29288,1237662533820023001,19.03955,17.94652,17.45576,17.1314,16.93425
41021,1237667288887132226,18.20516,17.05707,16.39365,15.99025,15.709389999999999
10633,1237655493836013789,19.384120000000003,17.995070000000002,17.25037,16.84218,16.55224
13321,1237655502425621037,19.2634,18.03726,17.26211,16.74475,16.56299
29454,1237664092358640039,19.30886,17.67898,16.88225,16.511789999999998,16.25179
24489,1237662224595419187,18.86884,17.30217,16.424310000000002,16.01538,15.69699
27212,1237661948634267723,18.9521,17.748070000000002,17.04188,16.64263,16.39716
50030,1237668271913959674,19.64716,18.516779999999997,17.82089,17.38935,17.17969
35884,1237665129082519691,19.630589999999998,18.27349,17.443839999999998,16.96185,16.6523
9542,1237654383590965422,19.07922,17.84579,17.13064,16.707079999999998,16.486279999999997
30329,1237663239272464539,19.17436,18.17963,17.665,17.336920000000003,17.22577
50018,1237668271911010433,19.68596,19.14356,18.56842,18.30883,17.89014
17205,1237660024523391276,20.06203,19.74296,19.30946,19.2687,18.8103
26302,1237662529531805979,18.795270000000002,17.4695,16.79562,16.39736,16.1227
29459,1237664092361261407,19.513379999999998,18.36605,17.732960000000002,17.372339999999998,17.16604
9318,1237652899692216470,17.904770000000003,17.15614,16.81393,16.450870000000002,16.3882
17618,1237659162814775620,19.99248,19.36887,18.69565,18.409660000000002,18.08941
15126,1237658613055160371,18.238210000000002,16.79567,16.09545,15.745270000000001,15.5194
15987,1237658493340221554,19.30268,18.15482,17.58399,17.24091,17.05433
41755,1237667550341365857,18.77769,17.83994,17.34544,16.96041,16.88922
28889,1237663784741634197,19.65491,18.328529999999997,17.60115,17.2322,16.99775
43411,1237667323249885275,19.84036,18.121560000000002,17.28415,16.96019,16.70909
11581,1237657610726670447,19.16865,17.27737,16.34272,15.920910000000001,15.60472
2352,1237651537640095875,18.84005,17.3577,16.54778,16.122139999999998,15.825070000000002
32949,1237664854182527136,19.20276,18.01458,17.37405,16.93553,16.783479999999997
22039,1237661872944841017,19.47791,18.358179999999997,17.61296,17.19846,16.93371
35523,1237665328770908307,19.27869,17.88766,17.02573,16.60179,16.330270000000002
38705,1237667211586306322,19.41295,18.67973,18.12314,17.71657,17.58822
37515,1237663916802244879,19.6516,18.27938,17.52661,17.023020000000002,16.74951
20093,1237661852550692995,18.87931,17.58509,16.88457,16.341820000000002,16.10595
42843,1237667536924705015,19.22384,17.23228,16.178729999999998,15.70994,15.32386
41451,1237666407379828957,19.4475,17.86064,17.16092,16.84923,16.63018
13965,1237658205584621650,19.08889,18.09998,17.5743,17.24955,17.0811
36997,1237665440982368264,19.232210000000002,17.806810000000002,16.970670000000002,16.58041,16.26079
393,1237648705663402170,19.32349,18.39602,17.63514,17.20177,16.91747
10063,1237654879126290513,19.713379999999997,18.563470000000002,17.86113,17.42371,17.18761
45409,1237671129664454864,19.63768,18.14503,17.154629999999997,16.69845,16.35235
31066,1237664105241313401,19.58517,18.43545,17.81733,17.42213,17.19652
46573,1237670450521899203,18.25703,16.37039,15.36801,14.937710000000001,14.599879999999999
21523,1237661433248284811,19.38251,17.8761,17.12439,16.75819,16.44494
18061,1237660343937204327,19.330379999999998,18.55173,18.13429,17.759320000000002,17.681810000000002
23329,1237659330309914722,18.68736,17.71049,17.18171,16.74703,16.563679999999998
37959,1237665372260466696,19.58442,18.8115,18.220110000000002,17.852079999999997,17.72149
24307,1237661418750476387,19.418029999999998,18.32206,17.63808,17.26708,17.079439999999998
27479,1237663544216060005,19.25224,18.48838,18.063779999999998,17.82781,17.80076
7439,1237653613184942274,19.46754,18.617279999999997,18.339470000000002,18.002860000000002,18.08899
14975,1237660637069967485,18.26815,17.11608,16.537570000000002,16.19387,15.964770000000001
48052,1237667537469702335,19.66884,18.1699,17.34306,16.92771,16.640970000000003
6423,1237655108359487713,19.59937,18.448970000000003,17.6929,17.2929,17.035529999999998
22502,1237659324404793358,19.34161,17.42051,16.374670000000002,15.972520000000001,15.611220000000001
46926,1237674369681850659,19.20277,17.78714,17.0284,16.49519,16.20049
35046,1237665351854981146,18.99686,17.86034,17.44378,17.2434,17.0528
18957,1237661353244033107,19.49982,18.079279999999997,17.24701,16.83623,16.5186
31924,1237665024368312394,19.2814,18.399810000000002,17.58989,17.15931,16.85612
46955,1237674459877015842,19.60805,18.452939999999998,17.73301,17.29867,17.0021
13543,1237658422475620548,19.354429999999997,17.30852,16.221020000000003,15.76561,15.39003
47274,1237671125377155340,19.74304,18.41479,17.67173,17.26298,16.952479999999998
32266,1237664871360168196,18.89176,17.62174,16.91603,16.52126,16.255779999999998
5524,1237655369290481842,18.74119,18.2918,18.06285,17.906679999999998,18.02328
40070,1237666091662442643,19.239,18.1033,17.18599,16.77425,16.58505
19050,1237660962937372890,19.43291,18.450879999999998,17.9284,17.57077,17.43149
12851,1237654657921908888,18.81605,17.84151,17.33586,17.034689999999998,16.84277
8375,1237654600483406025,19.38201,18.16068,17.506320000000002,17.121660000000002,16.864279999999997
36941,1237665429707948105,19.40113,17.89476,17.12566,16.750329999999998,16.46165
13524,1237658313476997164,18.99908,17.98912,17.34286,16.91561,16.7055
35009,1237665350780780731,19.08946,17.8573,17.235429999999997,16.927970000000002,16.70424
20177,1237658423551721723,19.038629999999998,17.96421,17.41916,17.06565,16.8629
19056,1237660962939469982,19.65803,18.57604,17.9251,17.550179999999997,17.37998
19610,1237659153679909174,19.16553,17.56234,16.76381,16.35758,16.06073
1054,1237651250974228568,19.9935,18.11735,17.145670000000003,16.72681,16.37787
37881,1237665369571262719,19.54545,18.99095,18.61506,18.39143,18.33615
6559,1237654949446090788,19.2143,18.22917,17.76012,17.47206,17.34039
23641,1237662195072172200,19.110310000000002,18.10687,17.56308,17.20458,17.0447
10886,1237657628967305504,20.17122,18.453529999999997,17.66253,17.32704,17.1059
10488,1237651753461153972,19.21804,18.40179,17.92755,17.49776,17.33482
6261,1237653664721600620,19.33944,18.38561,17.93091,17.658260000000002,17.55477
2075,1237649919506907262,19.54012,18.93206,18.57179,18.39948,18.30047
31263,1237661873484791936,19.238020000000002,17.31754,16.34263,15.900620000000002,15.558710000000001
19835,1237658801505828999,19.03655,17.736629999999998,17.037329999999997,16.66392,16.377029999999998
36379,1237667212660113560,18.963520000000003,17.80164,17.13581,16.74385,16.525470000000002
746,1237648703515001112,-9999.0,-9999.0,18.886879999999998,18.22599,-9999.0
33688,1237664669517152353,19.22982,18.136029999999998,17.55412,17.17728,17.014960000000002
5155,1237651753990422604,18.62332,18.09747,17.4703,17.1103,16.85216
13273,1237655501889143342,19.072029999999998,17.82293,17.02264,16.57803,16.35199
26051,1237662303503843477,19.24486,18.09882,17.57678,17.22024,17.05487
5033,1237651271893450852,19.59188,18.5431,17.75849,17.33,17.08059
8320,1237655107828252887,19.24483,18.332320000000003,17.79938,17.45166,17.35339
1524,1237648720151445731,19.53507,17.554570000000002,16.51991,16.09631,15.7038
6002,1237654653100490872,19.42221,17.546129999999998,16.5064,16.038870000000003,15.63344
40942,1237667429571362925,19.33921,18.65405,18.256079999999997,17.950779999999998,17.937260000000002
45890,1237671939797352629,19.6166,18.43282,17.81718,17.4628,17.289839999999998
13271,1237655501888684398,18.66327,16.73787,15.771629999999998,15.335629999999998,14.996939999999999
9926,1237657874870501567,19.298479999999998,17.38565,16.40739,15.99915,15.65882
44558,1237668296592130134,19.35024,18.39123,17.7242,17.37193,17.19359
24290,1237661418745954500,19.27936,18.17537,17.70164,17.37637,17.27763
40682,1237665103288008791,19.4816,18.69439,18.356070000000003,17.9936,18.00546
42112,1237667253479997546,19.698929999999997,18.63655,17.85567,17.44153,17.20366
44677,1237670957324304485,18.64718,18.27078,18.019460000000002,17.88713,18.660420000000002
4828,1237651823251685622,18.64172,17.25666,16.52819,16.124489999999998,15.86485
27987,1237662642268799174,19.30613,18.20199,17.50522,17.08717,16.83709
33934,1237664292076388436,18.73088,17.49721,16.84344,16.47721,16.220570000000002
49857,1237664852568441025,19.650270000000003,18.41252,17.72392,17.27431,17.01857
3486,1237654383050686731,19.76419,18.28695,17.52,17.08124,16.78112
6082,1237654653645160568,19.163429999999998,18.170920000000002,17.52439,17.140279999999997,16.963810000000002
32130,1237664672185385039,19.26999,17.32408,16.30819,15.89344,15.54258
7534,1237655348888338582,19.67399,18.14861,17.395570000000003,17.00005,16.75019
26038,1237662302988272106,18.48584,16.340339999999998,15.274389999999999,14.82306,14.45935
8380,1237654600487534785,19.235429999999997,18.33545,17.7934,17.43795,17.30408
8097,1237655370361208957,18.99461,18.02419,17.30099,16.87367,16.61899
26084,1237662303513804989,19.13601,18.19975,17.376279999999998,16.97441,16.841929999999998
25232,1237662238547902597,18.918129999999998,18.02625,17.36255,16.95901,16.7196
20212,1237658424076403005,18.94289,17.95717,17.609360000000002,17.3148,17.24162
8850,1237655742947852474,19.7895,18.886789999999998,18.43223,18.0497,17.9422
31088,1237664105777922171,18.4789,17.10558,16.42292,16.0678,15.783370000000001
31559,1237665129064038508,19.35966,18.7457,18.27553,17.86652,17.811239999999998
45836,1237667430625706239,19.229329999999997,18.078670000000002,17.47156,17.09096,16.84165
34357,1237664289398587556,18.85369,17.81205,17.26285,16.84821,16.703329999999998
46901,1237667781756846217,19.72464,18.114910000000002,17.22094,16.7985,16.49548
48493,1237671128053645409,19.017689999999998,16.9866,15.876489999999999,15.42265,15.04962
3654,1237652901847761066,18.69388,17.62679,17.09536,16.6841,16.510089999999998
26039,1237662302988927645,19.48365,18.87625,18.418029999999998,18.02484,18.026510000000002
18143,1237660413185163474,18.705820000000003,17.4841,16.84858,16.44491,16.218989999999998
39269,1237664337709629633,19.81535,17.99221,16.99869,16.601020000000002,16.26126
48559,1237671935504548263,18.63739,17.57951,17.08762,16.7297,16.568270000000002
41633,1237667734509912268,20.0023,18.38208,17.50226,17.20168,17.02169
838,1237648722292899972,19.0457,18.6442,18.24371,18.158739999999998,18.503020000000003
32840,1237665429174157423,19.174889999999998,17.98708,17.28959,16.90801,16.63356
7684,1237654880745160934,19.553,17.967879999999997,17.09212,16.6757,16.345779999999998
12165,1237651737388056923,19.21349,17.35678,16.39736,15.9854,15.65122
19874,1237661416600043642,17.97955,15.99187,14.992729999999998,14.56675,14.21076
7030,1237655473969431054,19.52265,17.60507,16.59594,16.155179999999998,15.79072
24460,1237662224083714175,18.91675,18.462,18.263820000000003,17.79405,18.05787
12532,1237655463772291127,19.09863,17.812720000000002,17.14503,16.77277,16.51135
49243,1237678662503628876,19.43026,17.65015,16.62886,16.208479999999998,15.88156
25510,1237661871881060541,19.31316,18.15635,17.59608,17.23415,17.03373
40932,1237667429569855625,19.19279,17.90236,17.08849,16.69793,16.41325
24282,1237662193996922986,19.30581,18.16938,17.488789999999998,17.04167,16.8253
29101,1237662501075353714,18.85458,17.02821,16.02394,15.54943,15.17169
15671,1237660615046987877,18.98507,17.92887,17.3337,16.95589,16.80094
21364,1237661151376769096,19.36757,18.02584,17.30453,16.92227,16.65061
49073,1237671691766399442,19.460720000000002,18.17089,17.40984,16.945829999999997,16.65285
5094,1237655129304269020,19.32141,17.324370000000002,16.35117,15.920160000000001,15.53718
7420,1237653612113559802,19.0564,18.12511,17.76666,17.44828,17.40728
36353,1237664869754273915,19.11724,17.6542,16.82098,16.3457,16.00446
19032,1237661355936972866,18.83879,17.58663,16.94121,16.57862,16.371589999999998
11497,1237654881278558432,19.27352,17.85165,17.0462,16.64339,16.31092
2356,1237650762391945292,19.313029999999998,18.23447,17.52112,17.14151,16.93379
29927,1237663530258071792,19.42662,18.08994,17.15825,16.71005,16.22845
47423,1237668366927397192,19.26823,17.30534,16.24372,15.768379999999999,15.3411
11728,1237658203428356203,18.83241,16.883770000000002,15.865620000000002,15.44094,15.09418
11574,1237657610723065966,19.44355,18.658279999999998,18.25189,17.93809,17.90571
3784,1237651252558561666,19.16524,17.18938,16.16432,15.707460000000001,15.35195
1918,1237648722318393392,19.469479999999997,18.013170000000002,17.1056,16.6404,16.29405
5107,1237655129307218237,19.17062,17.516679999999997,16.64808,16.242060000000002,15.922479999999998
28671,1237662301897031920,19.24878,17.95424,17.21552,16.828129999999998,16.54499
33365,1237665530649837800,19.18711,18.14885,17.588070000000002,17.2319,17.06019
28098,1237662307263185101,19.48562,18.16221,17.54589,17.18574,16.97796
30188,1237661959370637484,18.84366,17.2188,16.37523,15.970970000000001,15.685229999999999
18173,1237660413726294154,19.3487,18.44491,17.99589,17.61512,17.51175
15963,1237658493333668096,18.6364,17.378439999999998,16.67935,16.27062,16.00682
27187,1237661874023629010,18.67065,17.266389999999998,16.48612,16.05979,15.791210000000001
42468,1237667736118886477,19.23092,18.19765,17.7211,17.3818,17.23836
13634,1237658303281692946,19.24458,17.98705,17.25427,16.88918,16.604789999999998
7313,1237655504035054139,19.52501,18.379089999999998,17.66149,17.22938,16.97935
10029,1237657629525016765,19.47898,17.57979,16.63562,16.21731,15.866
26498,1237661972262355066,18.7515,17.502670000000002,16.80084,16.37794,16.10546
12297,1237655744562921843,19.18349,17.30402,16.26829,15.83355,15.51046
47176,1237673706118775073,19.25958,18.258979999999998,17.786839999999998,17.38661,17.24149
36730,1237665128530575497,19.14459,17.45699,16.6127,16.16199,15.83456
1761,1237648705115586666,18.1815,17.312160000000002,16.9907,16.68727,16.639979999999998
29334,1237662337327497536,18.82627,16.9103,15.926720000000001,15.527339999999999,15.19241
14680,1237657858218786971,19.660829999999997,18.94337,18.55733,18.23343,18.19452
11478,1237654881273839780,19.32676,18.1431,17.59106,17.26274,17.09423
20912,1237660612900094052,18.462239999999998,17.47555,17.1349,16.84538,16.76933
24102,1237662225667653739,19.18383,17.89149,17.18311,16.78446,16.54874
9960,1237655693012435154,19.34241,18.65704,18.31699,17.978360000000002,18.06569
40496,1237668272443293966,19.03047,17.53564,16.68981,16.29583,16.01076
44077,1237667781747474510,19.1526,17.9591,17.36625,16.98425,16.77945
29688,1237662526308679873,18.74381,17.906679999999998,17.51401,17.148320000000002,17.036579999999997
7221,1237655125546565733,18.76238,17.99023,17.363570000000003,16.99342,16.76289
43484,1237667733974220920,19.87396,19.14803,18.7134,18.2937,18.26988
14567,1237657878077112673,19.65936,18.21823,17.40085,16.89774,16.57597
32204,1237664673254801649,19.839660000000002,18.13286,17.325870000000002,16.98798,16.74108
35361,1237664835387982164,19.272289999999998,17.383020000000002,16.42448,16.01889,15.672139999999999
22952,1237662195614679173,18.75638,17.47413,16.8291,16.45995,16.222520000000003
13609,1237658303278809213,18.9462,17.26773,16.320529999999998,15.894470000000002,15.534870000000002
1806,1237648705127907521,18.868479999999998,17.9342,17.543429999999997,17.25984,17.16599
20113,1237661950265196671,19.737170000000003,18.2211,17.296039999999998,16.850479999999997,16.56317
42121,1237667253990982004,19.136470000000003,17.71378,16.91355,16.46288,16.16849
30119,1237663783127416867,19.445970000000003,18.44003,17.84532,17.45844,17.2868
13143,1237657775004844193,18.927970000000002,17.38661,16.54427,16.09157,15.79367
23793,1237661972805583012,18.611179999999997,17.62569,17.10303,16.72149,16.552670000000003
19078,1237660963473326278,19.10134,17.14644,16.08024,15.64035,15.2848
10057,1237657630047797517,18.80283,17.44024,16.70831,16.36348,16.07076
11053,1237655472356655293,19.4523,18.103379999999998,17.41956,16.989,16.74223
9788,1237655123943030930,19.15905,17.87483,17.19691,16.78569,16.50606
88,1237648721231544570,18.73827,17.501079999999998,16.85823,16.49805,16.244329999999998
13262,1237659146169417832,19.678829999999998,19.064,18.80586,18.63157,18.91863
31517,1237662696492105881,18.8682,18.09658,17.79524,17.45583,17.397579999999998
34975,1237665565004202018,19.03833,18.44045,18.1217,17.81795,17.84855
1172,1237651250411602135,18.85594,17.3343,16.44828,16.03363,15.71517
25032,1237662262707093680,19.27313,17.53356,16.680310000000002,16.30548,15.99763
27365,1237662698105274523,18.63474,17.190179999999998,16.45342,16.052870000000002,15.77788
38655,1237667211061690481,19.2119,18.30846,17.87288,17.54649,17.3734
43832,1237671128587894931,18.922279999999997,16.89936,15.84649,15.374070000000001,14.95324
10424,1237657191978696862,19.15096,17.95141,17.270329999999998,16.84826,16.63805
11290,1237657590313451573,19.04352,18.07995,17.53377,17.197689999999998,17.010089999999998
39144,1237667254547251282,19.07901,17.41938,16.43007,16.020210000000002,15.643820000000002
24246,1237662193466933453,19.34773,18.0691,17.311429999999998,16.90345,16.61757
15959,1237658492823077071,19.711470000000002,18.88906,18.31375,17.992520000000003,17.85579
21586,1237661434312654965,19.16293,18.17811,17.37933,16.99742,16.751820000000002
37290,1237665533326459049,18.33889,16.674020000000002,15.819379999999999,15.38129,15.088420000000001
18463,1237661362367889448,19.06764,18.73264,18.233220000000003,18.0385,17.68272
21730,1237661069236765359,19.567729999999997,18.10337,17.415029999999998,17.04566,16.80307
32101,1237664672175816795,19.67811,18.1621,17.31183,16.88774,16.57995
48935,1237679009314373886,19.32541,17.48051,16.4962,16.036929999999998,15.67273
2031,1237651271891812484,19.22552,18.12569,17.59625,17.256729999999997,17.03728
10760,1237657633265418398,19.63556,18.49711,17.75475,17.42615,17.16488
41150,1237667781218598994,19.53743,18.308310000000002,17.43638,17.014020000000002,16.71666
997,1237651250954567831,18.94053,17.77544,17.20603,16.866410000000002,16.624470000000002
29279,1237662531139141828,19.88533,19.56183,18.91221,18.54366,18.14024
19587,1237659152611541362,18.82627,17.37354,16.65185,16.23327,15.94917
8029,1237655369824338009,19.0229,17.64854,16.85237,16.44847,16.13111
46062,1237667448878268490,19.154429999999998,18.35744,18.00985,17.657020000000003,17.65459
31000,1237664291539779794,19.3817,18.268810000000002,17.77928,17.49871,17.317729999999997
2853,1237651273509896364,18.430970000000002,17.27349,16.61605,16.249570000000002,15.98339
42567,1237667911123140740,18.49599,17.2179,16.543789999999998,16.09747,15.854170000000002
3630,1237655125002551374,19.3124,17.27761,16.2091,15.745510000000001,15.34745
25770,1237661465452871881,19.17672,18.29598,17.57629,17.16655,16.92653
20073,1237661137963385020,19.29614,18.2085,17.6597,17.32421,17.13027
15142,1237658613587574864,19.091739999999998,18.13486,17.64358,17.32317,17.21153
34158,1237665178984251669,19.41469,18.401870000000002,17.678520000000002,17.25048,17.03138
21318,1237661150310039665,18.87341,17.728379999999998,17.17321,16.77415,16.6518
1929,1237651252561445058,19.088639999999998,17.810779999999998,17.2594,16.897000000000002,16.67793
26524,1237661972790247506,18.911070000000002,17.25287,16.35816,15.94205,15.63326
30920,1237664668983361605,18.39209,17.49622,16.922220000000003,16.55196,16.37734
9889,1237654953747743283,19.60768,17.87304,16.829539999999998,16.36955,16.04374
26418,1237662336793444540,19.654,18.3266,17.53359,17.10785,16.8259
24356,1237661433243500665,19.18676,17.965,17.32643,16.93822,16.71048
30120,1237663783127547988,19.50345,18.37055,17.763370000000002,17.40467,17.196920000000002
21917,1237661381704810638,19.95482,18.60229,17.813229999999997,17.36404,17.06999
47938,1237671123225870607,19.43702,17.67994,16.79368,16.417189999999998,16.1039
8449,1237654601029320725,18.59629,17.65694,17.31184,17.05104,16.99604
32832,1237665429171667078,18.46702,18.631610000000002,17.73252,17.27006,17.08655
24577,1237662264314298583,19.03436,17.4819,16.71111,16.20125,15.87737
2347,1237651537639112872,19.57911,17.822210000000002,16.898239999999998,16.4749,16.16639
23745,1237662307804971400,19.035870000000003,16.97628,15.93485,15.482129999999998,15.13708
41177,1237667781223710872,19.6832,18.934179999999998,18.746779999999998,18.39494,18.48284
36479,1237665226235904160,20.01851,19.0692,18.703979999999998,18.34817,18.30558
40446,1237665549436911822,19.59977,18.98987,18.78425,18.42386,18.544829999999997
36210,1237665531709358214,19.66398,18.05973,17.357670000000002,17.05144,16.78533
16186,1237661125072584981,19.647489999999998,18.532239999999998,17.92724,17.48336,17.287470000000003
36783,1237665128547024976,19.8972,18.3021,17.52945,17.222839999999998,16.94812
19608,1237659153679188279,18.85285,17.19975,16.3433,15.927489999999999,15.60114
30353,1237664819823968346,19.292070000000002,18.07894,17.39998,17.0232,16.81822
18731,1237658614130540658,19.02644,17.65597,16.920820000000003,16.570970000000003,16.2711
32956,1237663784741699730,19.283929999999998,17.30378,16.295560000000002,15.8372,15.46706
16169,1237661124541677832,19.2328,17.96989,17.181379999999997,16.75761,16.47513
10100,1237654879659557018,18.35203,17.23997,16.7155,16.38279,16.18321
39359,1237668288013729981,19.41545,17.5033,16.48058,16.05668,15.675089999999999
15460,1237658802568953992,18.994529999999997,17.70738,16.82139,16.38041,16.08257
19561,1237661088033734822,19.32646,18.09081,17.304779999999997,16.89882,16.63494
30849,1237664668964225198,19.129939999999998,17.84228,17.116229999999998,16.715770000000003,16.45232
49505,1237668298757701891,19.12089,17.768520000000002,16.87485,16.40929,16.10165
33920,1237664291549085842,19.70911,18.52469,17.87378,17.50459,17.275920000000003
6574,1237654949983617193,19.11969,17.61218,16.81281,16.3578,16.08072
16321,1237659132205727967,19.17849,18.13317,17.54201,17.18815,17.004070000000002
35448,1237665227844747408,19.49607,18.23424,17.44278,17.02434,16.71071
13945,1237658205580624076,18.93595,18.043789999999998,17.54233,17.19886,17.04535
28857,1237663784216363221,19.828129999999998,18.987289999999998,18.643829999999998,18.517889999999998,18.37836
45152,1237671260129984806,19.1894,18.0912,17.425910000000002,16.95569,16.79841
38097,1237665330397577362,18.9134,17.8454,17.35298,17.0439,16.816129999999998
41459,1237666407381991541,19.39562,18.303320000000003,17.62173,17.223229999999997,17.00597
11392,1237656529994907926,19.125999999999998,17.1494,16.145970000000002,15.70065,15.33205
15139,1237658613060272328,18.83072,16.86655,15.82116,15.36925,15.000539999999999
49931,1237668625698193535,18.2833,17.0935,16.565260000000002,16.1922,16.03292
36400,1237665181128654960,18.96615,17.16248,16.27684,15.87447,15.58465
44425,1237667916490408036,19.286739999999998,17.31692,16.28774,15.864670000000002,15.50213
33544,1237664131010592801,19.61619,18.558670000000003,18.15342,17.76955,17.773039999999998
16417,1237658299531723001,18.54545,17.29526,16.61288,16.20939,15.94801
32574,1237665126927827067,19.18015,17.95884,17.33972,16.962970000000002,16.71055
30285,1237661966887551083,19.40537,18.11242,17.43163,17.06811,16.80903
28727,1237662224611541078,19.4405,18.92352,18.35373,18.03456,17.7926
13180,1237656242244485323,19.1104,18.07766,17.585079999999998,17.25254,17.09601
4219,1237651714261451047,18.98573,18.0017,17.56529,17.24296,17.09392
11734,1237658203429666925,19.3623,17.66601,16.78652,16.34339,16.00868
43629,1237667429033836593,19.80526,17.99247,17.002370000000003,16.57413,16.26276
13678,1237658304355303570,19.6722,17.60764,16.5626,16.125,15.786610000000001
2706,1237651538708398282,19.11375,17.86785,17.20717,16.78996,16.61236
23701,1237661085343875415,19.050810000000002,18.36187,18.09521,17.83744,17.84378
34067,1237663546907754551,18.48582,17.846420000000002,17.60391,17.142139999999998,17.323929999999997
42734,1237666339727474839,18.84919,17.23453,16.304570000000002,15.87665,15.508629999999998
25390,1237661388693307450,20.20084,19.409129999999998,18.98799,18.69441,18.6287
6919,1237654609606017275,18.209410000000002,16.9666,16.35366,15.99056,15.770660000000001
28357,1237662662142132528,18.91481,17.479770000000002,16.69278,16.26914,15.964329999999999
44125,1237667912739717195,18.9971,17.13435,16.15614,15.70701,15.37256
47587,1237671127517823141,19.26738,17.71732,16.81005,16.31079,15.95028
45196,1237668297680027835,18.68528,16.78995,15.815779999999998,15.37098,15.015979999999999
37589,1237664852029079720,19.482670000000002,17.57251,16.59286,16.18444,15.854000000000001
47043,1237671142016614570,19.55989,17.61391,16.61638,16.18743,15.8604
46778,1237667914879533155,19.59473,17.816589999999998,16.91033,16.52391,16.29004
13969,1237658205585342624,19.07495,18.10807,17.58623,17.23846,17.09785
4230,1237651714797535480,19.3495,18.18432,17.36122,16.9017,16.59378
28884,1237663784741044451,19.337889999999998,17.84751,16.98338,16.556820000000002,16.21997
12315,1237656243304727087,19.61025,18.46424,17.89454,17.62519,17.44386
36375,1237667212655591523,18.85087,18.07369,17.467660000000002,17.05503,16.86308
9234,1237652947459637405,19.537129999999998,18.27153,17.566229999999997,17.12621,16.855999999999998
39808,1237665226240229523,19.20167,18.08156,17.43307,17.06746,16.82002
12257,1237655744550207670,18.59675,17.11696,16.307879999999997,15.913379999999998,15.566510000000001
39106,1237667254531719355,18.5226,17.469820000000002,16.9082,16.47277,16.26266
18869,1237657856610926699,19.0931,18.0253,17.39834,17.055970000000002,16.87373
41362,1237667324321202254,19.22764,18.49536,17.72717,17.3696,16.99316
36140,1237665127475052754,19.22208,17.84854,17.09723,16.70476,16.41706
34080,1237665536007143834,19.59861,18.54188,17.92907,17.55827,17.37239
17002,1237658298998063316,19.47935,18.340629999999997,17.80536,17.39794,17.17866
15084,1237658204509044912,19.29835,18.31341,17.56999,17.149829999999998,16.86981
9192,1237655463767834818,19.555039999999998,18.26067,17.436239999999998,16.98997,16.71903
13596,1237658303276515495,20.03823,18.26053,17.54289,17.261470000000003,17.0233
6136,1237655463785398515,18.36083,17.03562,16.37085,15.95421,15.688220000000001
29123,1237662263241474235,18.8085,17.603679999999997,17.04176,16.67694,16.46685
43614,1237667429032788005,18.0105,17.58541,17.54901,17.218429999999998,17.53245
